win,loss,error,timestamp
26,40,6,2021-12-20 09:56:34.152016
2,0,0,2021-12-20 10:16:42.926454
2,1,0,2021-12-20 12:10:00.199149
0,2,1,2021-12-20 18:01:38.147350
